Experience,Qualifications,Work Type,Company Size,Preference,Job Title,Role,skills,Salary_INR
14,MBA,Remote,66954,Both,Cyber Security Analyst,Cyber Security Analyst,"Penetration Testing, Network Security, Python, SIEM",4200328
9,M.Tech,Contract,154277,Both,DevOps Engineer,DevOps Engineer,"AWS, Linux, Kubernetes, CI/CD",4269186
13,B.Tech,Intern,9504,Both,DevOps Engineer,DevOps Engineer,"Kubernetes, CI/CD, Linux, Docker",3861769
13,MBA,Contract,140471,Male,Frontend Developer,Frontend Developer,"TypeScript, CSS, HTML, React",3791934
0,MCA,Intern,75081,Male,Cyber Security Analyst,Cyber Security Analyst,"SIEM, Python, Penetration Testing, Network Security",2416715
12,MCA,Full-Time,12267,Male,Frontend Developer,Frontend Developer,"CSS, TypeScript, HTML, JavaScript",3192509
4,MCA,Remote,178506,Both,Cloud Engineer,Cloud Engineer,"Kubernetes, Azure, Docker, Linux",3162289
3,PhD,Contract,169546,Both,Cyber Security Analyst,Cyber Security Analyst,"Penetration Testing, Network Security, Python, SIEM",3373064
3,MBA,Full-Time,1801,Both,UI/UX Designer,UI/UX Designer,"Figma, Wireframing, Prototyping, Adobe XD",1855405
10,BCA,Full-Time,123360,Female,Mobile App Developer,Mobile App Developer,"Android, Dart, Flutter, Firebase",2781299
6,BCA,Intern,21387,Both,Data Scientist,Data Scientist,"Python, SQL, Pandas, Statistics",2594560
2,M.Tech,Contract,67402,Both,DevOps Engineer,DevOps Engineer,"Kubernetes, AWS, Docker, Linux",3312579
4,PhD,Full-Time,107912,Both,Backend Developer,Backend Developer,"Docker, MySQL, REST API, Spring Boot",2817788
13,MBA,Full-Time,119725,Female,Mobile App Developer,Mobile App Developer,"Flutter, Android, Dart, Firebase",3453030
8,PhD,Full-Time,183779,Male,Mobile App Developer,Mobile App Developer,"Flutter, Firebase, Android, Dart",2931798
14,MBA,Full-Time,153101,Female,UI/UX Designer,UI/UX Designer,"Figma, Prototyping, Adobe XD, Wireframing",3519226
6,MBA,Remote,92539,Female,Mobile App Developer,Mobile App Developer,"Firebase, Android, Dart, Flutter",2964309
2,PhD,Contract,24185,Both,Data Scientist,Data Scientist,"Python, Pandas, Machine Learning, Statistics",2752177
2,MBA,Full-Time,148286,Both,Cloud Engineer,Cloud Engineer,"Docker, Linux, Azure, Kubernetes",3032173
3,MCA,Remote,119443,Female,Software Tester,Software Tester,"Automation, Manual Testing, JIRA, Selenium",1868810
14,B.Tech,Remote,125958,Female,Mobile App Developer,Mobile App Developer,"Flutter, Dart, Firebase, Android",3677309
13,B.Tech,Full-Time,148377,Male,Backend Developer,Backend Developer,"Docker, REST API, Spring Boot, MySQL",3348930
0,MBA,Intern,76947,Female,Backend Developer,Backend Developer,"MySQL, Spring Boot, Java, Docker",2111849
3,M.Tech,Full-Time,118296,Both,Software Tester,Software Tester,"JIRA, Manual Testing, Automation, Selenium",2018691
2,PhD,Contract,3166,Female,Machine Learning Engineer,Machine Learning Engineer,"Docker, Python, AWS, TensorFlow",3081539
13,B.Tech,Contract,159462,Male,Cloud Engineer,Cloud Engineer,"AWS, Azure, Linux, Kubernetes",3837171
15,BCA,Full-Time,111438,Both,Machine Learning Engineer,Machine Learning Engineer,"TensorFlow, Docker, AWS, Python",4305643
5,MBA,Full-Time,37824,Both,Backend Developer,Backend Developer,"MySQL, Java, REST API, Spring Boot",2451321
8,BCA,Remote,116570,Female,Frontend Developer,Frontend Developer,"TypeScript, CSS, JavaScript, React",2196548
14,M.Tech,Contract,85279,Female,Data Scientist,Data Scientist,"Pandas, Machine Learning, SQL, Statistics",4106182
13,PhD,Contract,7867,Male,UI/UX Designer,UI/UX Designer,"Wireframing, Prototyping, Figma, Adobe XD",3858239
8,MCA,Full-Time,88949,Male,DevOps Engineer,DevOps Engineer,"CI/CD, AWS, Kubernetes, Docker",3393306
11,MCA,Full-Time,137071,Male,Mobile App Developer,Mobile App Developer,"Dart, Android, Flutter, Firebase",3280933
14,PhD,Intern,31479,Female,Software Tester,Software Tester,"Manual Testing, Automation, Selenium, JIRA",3745569
1,MCA,Intern,84702,Both,Machine Learning Engineer,Machine Learning Engineer,"Docker, TensorFlow, PyTorch, Python",2845335
5,PhD,Intern,135545,Both,Data Scientist,Data Scientist,"Pandas, Python, Statistics, SQL",3317379
11,BCA,Intern,199374,Female,Cloud Engineer,Cloud Engineer,"Linux, Kubernetes, AWS, Azure",3645166
13,MCA,Full-Time,181932,Female,Mobile App Developer,Mobile App Developer,"Android, Firebase, Dart, Flutter",3311524
3,MCA,Intern,63009,Female,Cyber Security Analyst,Cyber Security Analyst,"Python, Network Security, SIEM, Penetration Testing",2712510
12,M.Tech,Full-Time,140838,Male,Machine Learning Engineer,Machine Learning Engineer,"Docker, TensorFlow, PyTorch, AWS",4525459
9,MCA,Full-Time,37119,Both,Mobile App Developer,Mobile App Developer,"Firebase, Android, Dart, Flutter",2528121
8,M.Tech,Intern,171481,Both,Frontend Developer,Frontend Developer,"HTML, JavaScript, CSS, React",3011380
5,MBA,Contract,50926,Both,Backend Developer,Backend Developer,"Docker, Spring Boot, REST API, MySQL",2475177
3,BCA,Full-Time,72211,Male,Cyber Security Analyst,Cyber Security Analyst,"Python, Network Security, Penetration Testing, SIEM",2750025
1,B.Tech,Full-Time,6403,Female,DevOps Engineer,DevOps Engineer,"Linux, AWS, Kubernetes, Docker",2672220
2,PhD,Contract,99583,Female,Software Tester,Software Tester,"Selenium, Manual Testing, Automation, JIRA",2161084
8,MBA,Contract,162284,Both,UI/UX Designer,UI/UX Designer,"Prototyping, Figma, Wireframing, Adobe XD",2675016
15,PhD,Full-Time,123147,Both,UI/UX Designer,UI/UX Designer,"Wireframing, Adobe XD, Prototyping, Figma",3631892
13,MCA,Contract,65997,Both,DevOps Engineer,DevOps Engineer,"AWS, CI/CD, Docker, Linux",4002018
6,PhD,Remote,181801,Male,UI/UX Designer,UI/UX Designer,"Wireframing, Figma, Prototyping, Adobe XD",2702410
2,MBA,Full-Time,14970,Both,UI/UX Designer,UI/UX Designer,"Wireframing, Adobe XD, Prototyping, Figma",1936422
10,B.Tech,Intern,163727,Both,Backend Developer,Backend Developer,"MySQL, Spring Boot, Java, Docker",3281624
7,B.Tech,Full-Time,11985,Both,Software Tester,Software Tester,"JIRA, Automation, Manual Testing, Selenium",2057473
8,MCA,Contract,181348,Female,Data Scientist,Data Scientist,"Python, Statistics, Machine Learning, SQL",3443387
8,B.Tech,Full-Time,85569,Female,Data Scientist,Data Scientist,"Python, Statistics, Pandas, SQL",3426033
6,PhD,Full-Time,96388,Both,UI/UX Designer,UI/UX Designer,"Adobe XD, Prototyping, Wireframing, Figma",2656874
12,M.Tech,Remote,11984,Both,Mobile App Developer,Mobile App Developer,"Flutter, Dart, Android, Firebase",3131524
5,PhD,Intern,195675,Male,Data Scientist,Data Scientist,"Pandas, SQL, Statistics, Python",3496963
14,PhD,Intern,133460,Both,Frontend Developer,Frontend Developer,"React, JavaScript, HTML, TypeScript",4076982
12,M.Tech,Remote,14565,Female,Backend Developer,Backend Developer,"REST API, MySQL, Docker, Java",3717091
7,PhD,Contract,192034,Female,UI/UX Designer,UI/UX Designer,"Figma, Adobe XD, Wireframing, Prototyping",2853109
15,MBA,Intern,136239,Female,Cyber Security Analyst,Cyber Security Analyst,"SIEM, Network Security, Python, Penetration Testing",4482422
14,MCA,Full-Time,78528,Female,Data Scientist,Data Scientist,"Statistics, SQL, Machine Learning, Pandas",4387128
7,BCA,Remote,72012,Female,Machine Learning Engineer,Machine Learning Engineer,"PyTorch, AWS, Python, Docker",2834745
11,BCA,Intern,50280,Both,Software Tester,Software Tester,"Selenium, JIRA, Manual Testing, Automation",2287836
9,MBA,Remote,44932,Male,Software Tester,Software Tester,"Manual Testing, Automation, JIRA, Selenium",2467615
7,MCA,Intern,98690,Both,Software Tester,Software Tester,"Automation, JIRA, Manual Testing, Selenium",2048697
14,PhD,Full-Time,193194,Male,Data Scientist,Data Scientist,"Statistics, Pandas, Python, Machine Learning",4396331
8,BCA,Contract,66092,Female,Backend Developer,Backend Developer,"Docker, Spring Boot, REST API, Java",2333446
5,MBA,Intern,96161,Both,Frontend Developer,Frontend Developer,"TypeScript, JavaScript, HTML, React",2622298
9,BCA,Remote,162980,Both,Backend Developer,Backend Developer,"REST API, Docker, MySQL, Java",2975728
8,MBA,Intern,132554,Female,Mobile App Developer,Mobile App Developer,"Firebase, Flutter, Dart, Android",2653404
5,BCA,Intern,64711,Female,Frontend Developer,Frontend Developer,"JavaScript, TypeScript, React, HTML",1931432
9,B.Tech,Remote,146388,Female,Cloud Engineer,Cloud Engineer,"Linux, AWS, Kubernetes, Docker",3831256
15,M.Tech,Contract,146962,Male,Software Tester,Software Tester,"Manual Testing, Selenium, JIRA, Automation",3481895
4,B.Tech,Remote,188277,Male,Software Tester,Software Tester,"JIRA, Automation, Manual Testing, Selenium",2000825
0,MCA,Intern,45576,Male,Cyber Security Analyst,Cyber Security Analyst,"Penetration Testing, SIEM, Python, Network Security",2615001
1,BCA,Contract,149817,Male,Mobile App Developer,Mobile App Developer,"Firebase, Android, Dart, Flutter",1810758
2,PhD,Remote,131927,Female,Mobile App Developer,Mobile App Developer,"Android, Flutter, Dart, Firebase",2686950
8,MCA,Intern,8575,Male,Cloud Engineer,Cloud Engineer,"Linux, Kubernetes, Azure, Docker",3705577
1,BCA,Contract,45801,Male,Data Scientist,Data Scientist,"Pandas, Python, Machine Learning, Statistics",2208423
11,M.Tech,Full-Time,139670,Male,Cyber Security Analyst,Cyber Security Analyst,"Network Security, Penetration Testing, SIEM, Python",3920792
3,PhD,Contract,90984,Female,Backend Developer,Backend Developer,"REST API, MySQL, Docker, Java",2719379
3,B.Tech,Contract,124282,Both,Frontend Developer,Frontend Developer,"JavaScript, HTML, CSS, React",1894018
12,B.Tech,Contract,92991,Female,Machine Learning Engineer,Machine Learning Engineer,"Docker, PyTorch, TensorFlow, AWS",3662125
6,PhD,Full-Time,25940,Female,Backend Developer,Backend Developer,"MySQL, Java, Docker, REST API",2829767
7,M.Tech,Contract,128966,Male,Cloud Engineer,Cloud Engineer,"Linux, AWS, Docker, Kubernetes",3699054
13,MBA,Intern,110064,Male,Software Tester,Software Tester,"Automation, Manual Testing, Selenium, JIRA",2814554
1,B.Tech,Full-Time,181473,Male,Software Tester,Software Tester,"JIRA, Selenium, Manual Testing, Automation",1622359
8,MBA,Full-Time,149123,Female,Data Scientist,Data Scientist,"Pandas, Python, Statistics, SQL",3082739
14,MBA,Intern,188019,Female,Data Scientist,Data Scientist,"Pandas, Machine Learning, SQL, Python",3701969
4,B.Tech,Remote,32781,Female,DevOps Engineer,DevOps Engineer,"Linux, Kubernetes, CI/CD, AWS",2977390
8,MBA,Contract,118011,Female,Frontend Developer,Frontend Developer,"JavaScript, HTML, React, CSS",2820810
14,B.Tech,Remote,192988,Female,Mobile App Developer,Mobile App Developer,"Firebase, Android, Flutter, Dart",3259921
0,BCA,Intern,171388,Female,Mobile App Developer,Mobile App Developer,"Firebase, Dart, Flutter, Android",1590494
11,MCA,Full-Time,171196,Both,UI/UX Designer,UI/UX Designer,"Figma, Wireframing, Prototyping, Adobe XD",2646551
10,M.Tech,Intern,133384,Male,Data Scientist,Data Scientist,"Statistics, Pandas, Python, Machine Learning",3543948
6,MCA,Remote,199904,Male,Frontend Developer,Frontend Developer,"React, CSS, TypeScript, HTML",2466075
10,M.Tech,Full-Time,173197,Both,Mobile App Developer,Mobile App Developer,"Dart, Android, Flutter, Firebase",3154560
2,BCA,Contract,120467,Female,Frontend Developer,Frontend Developer,"React, TypeScript, HTML, JavaScript",1506766
8,PhD,Intern,15715,Male,Cyber Security Analyst,Cyber Security Analyst,"SIEM, Python, Network Security, Penetration Testing",3906531
11,BCA,Contract,165014,Male,Backend Developer,Backend Developer,"REST API, Spring Boot, MySQL, Docker",2933591
4,MBA,Full-Time,149955,Both,Backend Developer,Backend Developer,"REST API, Spring Boot, Docker, Java",2573271
12,MCA,Remote,58642,Female,Cloud Engineer,Cloud Engineer,"Linux, Kubernetes, Azure, AWS",4243510
11,MCA,Full-Time,195443,Both,Backend Developer,Backend Developer,"Docker, Spring Boot, Java, MySQL",3326554
8,PhD,Remote,161181,Female,DevOps Engineer,DevOps Engineer,"AWS, Docker, CI/CD, Kubernetes",3893866
11,PhD,Intern,103487,Both,DevOps Engineer,DevOps Engineer,"Kubernetes, Linux, AWS, CI/CD",4176387
0,PhD,Remote,117934,Female,Frontend Developer,Frontend Developer,"JavaScript, React, CSS, TypeScript",2359525
4,MBA,Intern,101259,Female,Cyber Security Analyst,Cyber Security Analyst,"Network Security, SIEM, Penetration Testing, Python",3079712
7,MCA,Full-Time,64452,Male,Cyber Security Analyst,Cyber Security Analyst,"Network Security, Penetration Testing, Python, SIEM",3372414
3,M.Tech,Intern,175178,Male,DevOps Engineer,DevOps Engineer,"CI/CD, Kubernetes, Linux, AWS",3146087
13,MCA,Intern,100297,Male,Data Scientist,Data Scientist,"SQL, Statistics, Machine Learning, Pandas",3995850
15,B.Tech,Contract,111959,Female,Data Scientist,Data Scientist,"Statistics, Machine Learning, SQL, Pandas",3654668
4,MCA,Intern,59227,Female,Backend Developer,Backend Developer,"Java, REST API, Docker, MySQL",2382569
7,M.Tech,Full-Time,90069,Female,Cloud Engineer,Cloud Engineer,"Docker, Linux, AWS, Azure",3700068
9,M.Tech,Remote,47585,Female,DevOps Engineer,DevOps Engineer,"Linux, Kubernetes, AWS, CI/CD",3861277
2,M.Tech,Contract,176593,Female,Frontend Developer,Frontend Developer,"HTML, JavaScript, TypeScript, CSS",2136484
10,PhD,Remote,58848,Male,UI/UX Designer,UI/UX Designer,"Figma, Adobe XD, Prototyping, Wireframing",2965006
10,M.Tech,Intern,179515,Male,Cloud Engineer,Cloud Engineer,"Kubernetes, Linux, AWS, Azure",4239565
14,M.Tech,Intern,98798,Female,Cloud Engineer,Cloud Engineer,"Linux, Docker, Azure, Kubernetes",4541987
0,M.Tech,Remote,198430,Male,UI/UX Designer,UI/UX Designer,"Prototyping, Wireframing, Figma, Adobe XD",2079691
6,MCA,Contract,97342,Male,Machine Learning Engineer,Machine Learning Engineer,"AWS, TensorFlow, Docker, Python",3205361
3,M.Tech,Full-Time,91214,Both,Data Scientist,Data Scientist,"SQL, Pandas, Statistics, Python",2992495
1,MBA,Remote,108708,Male,DevOps Engineer,DevOps Engineer,"Linux, AWS, Docker, Kubernetes",2953488
13,M.Tech,Intern,86753,Female,UI/UX Designer,UI/UX Designer,"Prototyping, Adobe XD, Figma, Wireframing",2932037
7,M.Tech,Contract,58904,Female,Machine Learning Engineer,Machine Learning Engineer,"Docker, TensorFlow, AWS, Python",3442418
4,BCA,Full-Time,108513,Male,Machine Learning Engineer,Machine Learning Engineer,"Docker, Python, TensorFlow, PyTorch",2588384
9,M.Tech,Remote,68278,Both,Backend Developer,Backend Developer,"Docker, Spring Boot, MySQL, Java",2898822
9,BCA,Contract,199651,Female,Backend Developer,Backend Developer,"REST API, Spring Boot, Docker, Java",2217007
7,B.Tech,Contract,50663,Both,Cloud Engineer,Cloud Engineer,"Linux, Kubernetes, AWS, Azure",3171474
7,MCA,Remote,167606,Male,Frontend Developer,Frontend Developer,"HTML, CSS, TypeScript, React",2697857
8,MBA,Remote,123076,Female,UI/UX Designer,UI/UX Designer,"Figma, Prototyping, Wireframing, Adobe XD",2924170
10,PhD,Full-Time,175412,Male,Software Tester,Software Tester,"Manual Testing, Automation, Selenium, JIRA",3655114
4,MCA,Intern,123456,Female,DevOps Engineer,DevOps Engineer,"Docker, Kubernetes, AWS, CI/CD",3208382
10,MBA,Contract,27528,Both,Frontend Developer,Frontend Developer,"JavaScript, TypeScript, React, CSS",3394785
14,MCA,Remote,73821,Male,Machine Learning Engineer,Machine Learning Engineer,"Python, AWS, Docker, PyTorch",4417469
6,MCA,Contract,35859,Female,Cloud Engineer,Cloud Engineer,"Linux, Kubernetes, Azure, AWS",3333073
12,M.Tech,Contract,150294,Both,UI/UX Designer,UI/UX Designer,"Wireframing, Figma, Adobe XD, Prototyping",3342307
3,MCA,Remote,20838,Male,Backend Developer,Backend Developer,"Java, Docker, REST API, Spring Boot",1949461
8,MBA,Intern,23478,Male,Software Tester,Software Tester,"Automation, Manual Testing, JIRA, Selenium",2213330
1,M.Tech,Remote,180584,Female,Cyber Security Analyst,Cyber Security Analyst,"Python, SIEM, Network Security, Penetration Testing",2928878
6,BCA,Remote,170810,Both,Cloud Engineer,Cloud Engineer,"Kubernetes, Linux, AWS, Azure",3047875
14,MBA,Remote,171340,Female,DevOps Engineer,DevOps Engineer,"AWS, Docker, CI/CD, Linux",4591684
14,BCA,Remote,58282,Female,Cloud Engineer,Cloud Engineer,"Linux, Docker, AWS, Kubernetes",3742231
5,MBA,Remote,128107,Female,Data Scientist,Data Scientist,"SQL, Statistics, Python, Machine Learning",3141586
14,M.Tech,Full-Time,23342,Both,Backend Developer,Backend Developer,"REST API, MySQL, Docker, Java",3244996
13,BCA,Contract,70387,Male,Cloud Engineer,Cloud Engineer,"Azure, Docker, AWS, Kubernetes",3879073
9,M.Tech,Full-Time,104249,Female,Frontend Developer,Frontend Developer,"HTML, JavaScript, React, TypeScript",3207902
5,MBA,Remote,2868,Female,Mobile App Developer,Mobile App Developer,"Firebase, Dart, Android, Flutter",2434152
13,MBA,Remote,60691,Male,DevOps Engineer,DevOps Engineer,"Linux, Kubernetes, CI/CD, AWS",4813523
9,B.Tech,Full-Time,67885,Male,Software Tester,Software Tester,"Manual Testing, Selenium, JIRA, Automation",2563723
6,PhD,Remote,36624,Female,Data Scientist,Data Scientist,"SQL, Machine Learning, Statistics, Pandas",3241699
13,MBA,Contract,173641,Male,Frontend Developer,Frontend Developer,"JavaScript, CSS, TypeScript, React",2800510
0,MBA,Remote,24476,Male,Mobile App Developer,Mobile App Developer,"Firebase, Dart, Flutter, Android",1751590
4,M.Tech,Intern,154730,Male,Data Scientist,Data Scientist,"Python, Machine Learning, Statistics, SQL",3147048
15,BCA,Contract,1030,Male,Cloud Engineer,Cloud Engineer,"Docker, AWS, Kubernetes, Azure",3849965
11,MCA,Full-Time,53161,Both,Data Scientist,Data Scientist,"Python, SQL, Machine Learning, Pandas",3296949
13,B.Tech,Full-Time,77899,Both,Frontend Developer,Frontend Developer,"JavaScript, TypeScript, CSS, HTML",3264220
5,MBA,Contract,91100,Both,Cyber Security Analyst,Cyber Security Analyst,"Python, Network Security, SIEM, Penetration Testing",3142455
1,PhD,Intern,2034,Male,Cloud Engineer,Cloud Engineer,"AWS, Azure, Kubernetes, Docker",3099691
13,BCA,Contract,107294,Female,UI/UX Designer,UI/UX Designer,"Adobe XD, Prototyping, Figma, Wireframing",2590496
14,MBA,Intern,116351,Male,Backend Developer,Backend Developer,"Java, REST API, Spring Boot, Docker",3952363
10,MCA,Remote,64250,Both,Machine Learning Engineer,Machine Learning Engineer,"Docker, TensorFlow, Python, AWS",3753074
4,M.Tech,Full-Time,95475,Male,Machine Learning Engineer,Machine Learning Engineer,"TensorFlow, PyTorch, Docker, Python",3241494
12,PhD,Intern,9813,Both,Data Scientist,Data Scientist,"SQL, Statistics, Machine Learning, Pandas",3957100
15,MCA,Intern,74645,Female,Cyber Security Analyst,Cyber Security Analyst,"SIEM, Python, Penetration Testing, Network Security",4869691
8,MCA,Remote,161907,Both,UI/UX Designer,UI/UX Designer,"Figma, Prototyping, Wireframing, Adobe XD",2361325
5,M.Tech,Full-Time,170300,Female,Mobile App Developer,Mobile App Developer,"Dart, Android, Firebase, Flutter",2661848
0,BCA,Remote,122007,Male,Cyber Security Analyst,Cyber Security Analyst,"Python, SIEM, Penetration Testing, Network Security",2193082
13,MBA,Full-Time,111425,Male,Frontend Developer,Frontend Developer,"TypeScript, React, CSS, HTML",3002360
2,MCA,Intern,88644,Female,Data Scientist,Data Scientist,"Pandas, Python, SQL, Machine Learning",2449708
7,M.Tech,Contract,109255,Both,Backend Developer,Backend Developer,"Spring Boot, Java, Docker, REST API",3038316
7,MCA,Remote,95058,Both,DevOps Engineer,DevOps Engineer,"Linux, Kubernetes, Docker, AWS",3447401
9,MBA,Full-Time,71749,Male,Cloud Engineer,Cloud Engineer,"Docker, Kubernetes, Linux, Azure",4149642
13,PhD,Full-Time,72186,Both,Frontend Developer,Frontend Developer,"React, TypeScript, HTML, JavaScript",4132797
3,MBA,Full-Time,109667,Both,Cyber Security Analyst,Cyber Security Analyst,"Network Security, Python, Penetration Testing, SIEM",2938150
12,BCA,Full-Time,34081,Female,DevOps Engineer,DevOps Engineer,"Docker, AWS, CI/CD, Linux",3955231
5,MCA,Contract,26867,Both,Cyber Security Analyst,Cyber Security Analyst,"Python, SIEM, Network Security, Penetration Testing",2924360
9,MBA,Contract,122107,Both,Data Scientist,Data Scientist,"SQL, Machine Learning, Pandas, Python",3903932
6,MCA,Contract,124275,Male,Backend Developer,Backend Developer,"REST API, Spring Boot, Docker, MySQL",2941064
10,MBA,Intern,75951,Female,Backend Developer,Backend Developer,"REST API, Java, Docker, Spring Boot",2841929
13,M.Tech,Contract,89253,Both,Data Scientist,Data Scientist,"Pandas, SQL, Machine Learning, Python",3543085
2,MBA,Remote,883,Male,DevOps Engineer,DevOps Engineer,"Linux, AWS, Kubernetes, CI/CD",2633108
2,BCA,Contract,53119,Both,Cyber Security Analyst,Cyber Security Analyst,"Network Security, Python, SIEM, Penetration Testing",2404971
14,BCA,Remote,182783,Male,Machine Learning Engineer,Machine Learning Engineer,"Python, Docker, PyTorch, AWS",4341649
5,MCA,Full-Time,177259,Both,Mobile App Developer,Mobile App Developer,"Android, Dart, Flutter, Firebase",2568227
10,MCA,Remote,171078,Male,Software Tester,Software Tester,"JIRA, Manual Testing, Selenium, Automation",2496487
14,B.Tech,Intern,69991,Both,Mobile App Developer,Mobile App Developer,"Dart, Android, Firebase, Flutter",3486539
5,BCA,Contract,34944,Both,Machine Learning Engineer,Machine Learning Engineer,"AWS, TensorFlow, PyTorch, Python",2679916
13,MCA,Full-Time,113946,Both,Frontend Developer,Frontend Developer,"JavaScript, TypeScript, HTML, CSS",3178918
4,BCA,Full-Time,45692,Female,DevOps Engineer,DevOps Engineer,"Kubernetes, Docker, Linux, AWS",2598349
2,BCA,Contract,119388,Female,Data Scientist,Data Scientist,"Statistics, SQL, Python, Pandas",2370674
6,MCA,Contract,80578,Both,Cloud Engineer,Cloud Engineer,"Azure, AWS, Kubernetes, Docker",3446335
15,BCA,Remote,34135,Male,Backend Developer,Backend Developer,"MySQL, Spring Boot, Java, REST API",3557452
0,M.Tech,Remote,943,Female,Machine Learning Engineer,Machine Learning Engineer,"Python, TensorFlow, PyTorch, AWS",2610313
11,M.Tech,Contract,169461,Both,Cloud Engineer,Cloud Engineer,"Azure, Kubernetes, Linux, Docker",4288475
3,MCA,Full-Time,182234,Both,Data Scientist,Data Scientist,"SQL, Statistics, Machine Learning, Pandas",2954530
7,B.Tech,Intern,199123,Both,Data Scientist,Data Scientist,"Statistics, Python, SQL, Machine Learning",3234754
2,M.Tech,Remote,11684,Both,Machine Learning Engineer,Machine Learning Engineer,"AWS, TensorFlow, PyTorch, Docker",2829890
2,PhD,Remote,51493,Female,Cyber Security Analyst,Cyber Security Analyst,"Penetration Testing, Network Security, Python, SIEM",3046902
11,MCA,Contract,20491,Male,DevOps Engineer,DevOps Engineer,"Docker, AWS, Kubernetes, Linux",3910685
3,BCA,Full-Time,144382,Both,Mobile App Developer,Mobile App Developer,"Android, Dart, Flutter, Firebase",1840290
7,M.Tech,Full-Time,68662,Male,Cloud Engineer,Cloud Engineer,"Docker, AWS, Kubernetes, Linux",3561941
7,MBA,Full-Time,142276,Both,Data Scientist,Data Scientist,"Statistics, Python, Machine Learning, SQL",3489635
8,MCA,Intern,168575,Male,Cyber Security Analyst,Cyber Security Analyst,"SIEM, Penetration Testing, Python, Network Security",3428680
10,M.Tech,Contract,14828,Female,Software Tester,Software Tester,"Selenium, JIRA, Manual Testing, Automation",2927180
8,BCA,Intern,32494,Female,UI/UX Designer,UI/UX Designer,"Figma, Prototyping, Adobe XD, Wireframing",2199125
0,MBA,Remote,130424,Both,UI/UX Designer,UI/UX Designer,"Figma, Wireframing, Prototyping, Adobe XD",1950091
1,PhD,Intern,51511,Both,UI/UX Designer,UI/UX Designer,"Figma, Wireframing, Adobe XD, Prototyping",1957714
2,BCA,Remote,198762,Both,Cyber Security Analyst,Cyber Security Analyst,"Network Security, Python, Penetration Testing, SIEM",2414819
6,PhD,Intern,57642,Both,Data Scientist,Data Scientist,"SQL, Python, Statistics, Machine Learning",3190009
3,MBA,Full-Time,197102,Both,DevOps Engineer,DevOps Engineer,"Docker, Kubernetes, AWS, Linux",3152533
12,PhD,Contract,58244,Female,DevOps Engineer,DevOps Engineer,"Docker, AWS, Linux, Kubernetes",4410446
5,MCA,Remote,164423,Female,Frontend Developer,Frontend Developer,"HTML, TypeScript, JavaScript, React",2666016
13,MBA,Contract,13176,Both,Mobile App Developer,Mobile App Developer,"Android, Firebase, Flutter, Dart",3027299
4,BCA,Full-Time,194256,Male,Software Tester,Software Tester,"Manual Testing, JIRA, Selenium, Automation",1788511
6,MCA,Remote,55260,Both,Data Scientist,Data Scientist,"SQL, Pandas, Python, Statistics",2992766
14,MBA,Intern,196895,Both,Frontend Developer,Frontend Developer,"React, JavaScript, TypeScript, CSS",3016059
9,M.Tech,Remote,160417,Both,Software Tester,Software Tester,"Selenium, Manual Testing, JIRA, Automation",2860756
4,MCA,Full-Time,15857,Both,Cloud Engineer,Cloud Engineer,"Docker, Linux, Kubernetes, Azure",2939356
15,M.Tech,Remote,188902,Female,Machine Learning Engineer,Machine Learning Engineer,"AWS, Docker, Python, PyTorch",4062195
9,MBA,Intern,84350,Both,Software Tester,Software Tester,"Selenium, Automation, Manual Testing, JIRA",2644372
5,PhD,Contract,6101,Both,UI/UX Designer,UI/UX Designer,"Figma, Wireframing, Adobe XD, Prototyping",2363862
11,MCA,Full-Time,132376,Female,Mobile App Developer,Mobile App Developer,"Dart, Flutter, Firebase, Android",3502276
6,BCA,Full-Time,119834,Female,Backend Developer,Backend Developer,"REST API, MySQL, Docker, Java",2130527
5,MCA,Full-Time,71960,Female,Machine Learning Engineer,Machine Learning Engineer,"PyTorch, TensorFlow, AWS, Python",3133817
10,M.Tech,Remote,164972,Both,DevOps Engineer,DevOps Engineer,"AWS, Linux, Docker, CI/CD",4082675
9,M.Tech,Full-Time,10393,Both,Software Tester,Software Tester,"Automation, Selenium, Manual Testing, JIRA",2828228
12,B.Tech,Intern,81003,Female,Backend Developer,Backend Developer,"MySQL, Docker, REST API, Spring Boot",3450726
9,M.Tech,Contract,146114,Female,UI/UX Designer,UI/UX Designer,"Adobe XD, Wireframing, Prototyping, Figma",3070103
10,MBA,Intern,77511,Male,DevOps Engineer,DevOps Engineer,"Linux, CI/CD, Kubernetes, AWS",4274468
5,M.Tech,Remote,130539,Female,Cyber Security Analyst,Cyber Security Analyst,"SIEM, Penetration Testing, Network Security, Python",3298416
7,MBA,Remote,3937,Both,Machine Learning Engineer,Machine Learning Engineer,"TensorFlow, AWS, PyTorch, Python",3519261
5,B.Tech,Contract,172382,Male,Data Scientist,Data Scientist,"Python, Machine Learning, Pandas, Statistics",2762077
14,MCA,Full-Time,68109,Female,Backend Developer,Backend Developer,"REST API, Docker, Java, MySQL",3134505
10,MCA,Intern,46640,Female,Machine Learning Engineer,Machine Learning Engineer,"AWS, TensorFlow, Docker, PyTorch",3777013
0,M.Tech,Remote,37423,Male,UI/UX Designer,UI/UX Designer,"Adobe XD, Prototyping, Wireframing, Figma",1807922
12,M.Tech,Contract,64922,Both,Cloud Engineer,Cloud Engineer,"Azure, Kubernetes, AWS, Linux",4073555
